"category","cause","var","value","multiplier"
"age","Chronic Lower Respiratory Diseases","sys","High Blood Pressure Stage 1 (SBP 130-140 mmHG)",0.97
"age","Chronic Lower Respiratory Diseases","sys","High Blood Pressure Stage 2 (SBP >140 mmHG)",0.942
"age","Chronic Lower Respiratory Diseases","bmi","Underweight (<18.5)",0.931
"age","Chronic Lower Respiratory Diseases","bmi","Normal Weight (18.5-24.9)",1
"age","Chronic Lower Respiratory Diseases","bmi","Overweight (25-29.9)",1.014
"age","Chronic Lower Respiratory Diseases","bmi","Obese (>30)",1.02
"age","Chronic Lower Respiratory Diseases","hbp","Yes",1
"age","Chronic Lower Respiratory Diseases","hbp","No",1
"age","Chronic Lower Respiratory Diseases","hbc","Yes",1
"age","Chronic Lower Respiratory Diseases","hbc","No",1
"age","Chronic Lower Respiratory Diseases","cvd","Yes",1
"age","Chronic Lower Respiratory Diseases","cvd","No",1
"age","Chronic Lower Respiratory Diseases","copd","Yes",1
"age","Chronic Lower Respiratory Diseases","copd","No",1
"age","Chronic Lower Respiratory Diseases","dia","Yes",1
"age","Chronic Lower Respiratory Diseases","dia","No",1
"age","Chronic Lower Respiratory Diseases","dep","Yes",1
"age","Chronic Lower Respiratory Diseases","dep","No",1
"age","Chronic Lower Respiratory Diseases","can","Yes",1
"age","Chronic Lower Respiratory Diseases","can","No",1
"age","Chronic Lower Respiratory Diseases","alz","Yes",1
"age","Chronic Lower Respiratory Diseases","alz","No",1
"age","Chronic Lower Respiratory Diseases","fcvd","Yes",1
"age","Chronic Lower Respiratory Diseases","fcvd","No",1
"age","Chronic Lower Respiratory Diseases","fcopd","Yes",1
"age","Chronic Lower Respiratory Diseases","fcopd","No",1
"age","Chronic Lower Respiratory Diseases","fdia","Yes",1
"age","Chronic Lower Respiratory Diseases","fdia","No",1
"age","Chronic Lower Respiratory Diseases","fdep","Yes",1
"age","Chronic Lower Respiratory Diseases","fdep","No",1
"age","Chronic Lower Respiratory Diseases","fcan","Yes",1
"age","Chronic Lower Respiratory Diseases","fcan","No",1
"age","Chronic Lower Respiratory Diseases","falz","Yes",1
"age","Chronic Lower Respiratory Diseases","falz","No",1
"age","Diabetes","sex","Male",1
"age","Diabetes","sex","Female",1
"age","Diabetes","race","White",1
"age","Diabetes","race","Black",0.93
"age","Diabetes","race","Asian",1.1
"age","Diabetes","race","Native American",0.85
"age","Diabetes","race","Other",1
"age","Diabetes","wbr","East Asia & Pacific",1.035
"age","Diabetes","wbr","Europe & Central Asia",1.065
"age","Diabetes","wbr","Latin America & Caribbean",1.022
"age","Diabetes","wbr","Middle East & North Africa",1.007
"age","Diabetes","wbr","North America",1.078
"age","Diabetes","wbr","South Asia",0.96
"age","Diabetes","wbr","Sub-Saharan Africa",0.834
"age","Diabetes","inc","Poor",0.975
"age","Diabetes","inc","Lower-middle",1
"age","Diabetes","inc","Middle",1
"age","Diabetes","inc","Upper-middle",1
"age","Diabetes","inc","Rich",1
"age","Diabetes","edu","No Formal Schooling",0.964
"age","Diabetes","edu","Primary Education (Elementary School)",0.982
"age","Diabetes","edu","Secondary Education (High School)",1
"age","Diabetes","edu","Tertiary Education (Bachelor's degree, Professional, Occupational, Technical or Vocational program",1.018
"age","Diabetes","edu","Master's degree",1.036
"age","Diabetes","edu","Doctoral degree",1.054
"age","Diabetes","hsd","0",0.65
"age","Diabetes","hsd","1",0.83
"age","Diabetes","hsd","2",0.86
"age","Diabetes","hsd","3",0.89
"age","Diabetes","hsd","4",0.92
"age","Diabetes","hsd","5",0.95
"age","Diabetes","hsd","6",0.98
"age","Diabetes","hsd","7",1
"age","Diabetes","hsd","8",0.98
"age","Diabetes","hsd","9",0.95
"age","Diabetes","hsd","10",0.92
"age","Diabetes","hsd","11",0.89
"age","Diabetes","hsd","12",0.86
"age","Diabetes","hsd","13",0.83
"age","Diabetes","hsd","14",0.8
"age","Diabetes","hsd","15",0.77
"age","Diabetes","hsd","16",0.74
"age","Diabetes","hsd","17",0.74
"age","Diabetes","hsd","18",0.74
"age","Diabetes","hsd","19",0.74
"age","Diabetes","hsd","20",0.74
"age","Diabetes","hsd","21",0.74
"age","Diabetes","hsd","22",0.74
"age","Diabetes","hsd","23",0.74
"age","Diabetes","hsd","24",0.74
"age","Diabetes","sys","Normal (SBP <120 mmHG)",1
"age","Diabetes","sys","Elevated (SBP 120-129 mmHG)",0.983
"age","Diabetes","sys","High Blood Pressure Stage 1 (SBP 130-140 mmHG)",0.961
"age","Diabetes","sys","High Blood Pressure Stage 2 (SBP >140 mmHG)",0.923
"age","Diabetes","bmi","Underweight (<18.5)",0.926
"age","Diabetes","bmi","Normal Weight (18.5-24.9)",1
"age","Diabetes","bmi","Overweight (25-29.9)",1
"age","Diabetes","bmi","Obese (>30)",1
"age","Diabetes","hbp","Yes",1
"age","Diabetes","hbp","No",1
"age","Diabetes","hbc","Yes",1
"age","Diabetes","hbc","No",1
"age","Diabetes","cvd","Yes",1
"age","Diabetes","cvd","No",1
"age","Diabetes","copd","Yes",1
"age","Diabetes","copd","No",1
"age","Diabetes","dia","Yes",1
"age","Diabetes","dia","No",1
"age","Diabetes","dep","Yes",1
"age","Diabetes","dep","No",1
"age","Diabetes","can","Yes",1
"age","Diabetes","can","No",1
"age","Diabetes","alz","Yes",1
"age","Diabetes","alz","No",1
"age","Diabetes","fcvd","Yes",1
"age","Diabetes","fcvd","No",1
"age","Diabetes","fcopd","Yes",1
"age","Diabetes","fcopd","No",1
"age","Diabetes","fdia","Yes",1
"age","Diabetes","fdia","No",1
"age","Diabetes","fdep","Yes",1
"age","Diabetes","fdep","No",1
"age","Diabetes","fcan","Yes",1
"age","Diabetes","fcan","No",1
"age","Diabetes","falz","Yes",1
"age","Diabetes","falz","No",1
"age","Drug Overdose","sex","Male",0.95
"age","Drug Overdose","sex","Female",1.025
"age","Drug Overdose","race","White",1
"age","Drug Overdose","race","Black",0.93
"age","Drug Overdose","race","Asian",1.1
"age","Drug Overdose","race","Native American",0.85
"age","Drug Overdose","race","Other",1
"age","Drug Overdose","wbr","East Asia & Pacific",1.035
"age","Drug Overdose","wbr","Europe & Central Asia",1.065
"age","Drug Overdose","wbr","Latin America & Caribbean",1.022
"age","Drug Overdose","wbr","Middle East & North Africa",1.007
"age","Drug Overdose","wbr","North America",1.078
"age","Drug Overdose","wbr","South Asia",0.96
"age","Drug Overdose","wbr","Sub-Saharan Africa",0.834
"age","Drug Overdose","inc","Poor",0.975
"age","Drug Overdose","inc","Lower-middle",1
"age","Drug Overdose","inc","Middle",1
"age","Drug Overdose","inc","Upper-middle",1
"age","Drug Overdose","inc","Rich",1
"age","Drug Overdose","edu","No Formal Schooling",0.964
"age","Drug Overdose","edu","Primary Education (Elementary School)",0.982
"age","Drug Overdose","edu","Secondary Education (High School)",1
"age","Drug Overdose","edu","Tertiary Education (Bachelor's degree, Professional, Occupational, Technical or Vocational program",1.018
"age","Drug Overdose","edu","Master's degree",1.036
"age","Drug Overdose","edu","Doctoral degree",1.054
"age","Drug Overdose","hsd","0",0.65
"age","Drug Overdose","hsd","1",0.83
"age","Drug Overdose","hsd","2",0.86
"age","Drug Overdose","hsd","3",0.89
"age","Drug Overdose","hsd","4",0.92
"age","Drug Overdose","hsd","5",0.95
"age","Drug Overdose","hsd","6",0.98
"age","Drug Overdose","hsd","7",1
"age","Drug Overdose","hsd","8",0.98
"age","Drug Overdose","hsd","9",0.95
"age","Drug Overdose","hsd","10",0.92
"age","Drug Overdose","hsd","11",0.89
"age","Drug Overdose","hsd","12",0.86
"age","Drug Overdose","hsd","13",0.83
"age","Drug Overdose","hsd","14",0.8
"age","Drug Overdose","hsd","15",0.77
"age","Drug Overdose","hsd","16",0.74
"age","Drug Overdose","hsd","17",0.74
"age","Drug Overdose","hsd","18",0.74
"age","Drug Overdose","hsd","19",0.74
"age","Drug Overdose","hsd","20",0.74
"age","Drug Overdose","hsd","21",0.74
"age","Drug Overdose","hsd","22",0.74
"age","Drug Overdose","hsd","23",0.74
"age","Drug Overdose","hsd","24",0.74
"age","Drug Overdose","sys","Normal (SBP <120 mmHG)",1
"age","Drug Overdose","sys","Elevated (SBP 120-129 mmHG)",1
"age","Drug Overdose","sys","High Blood Pressure Stage 1 (SBP 130-140 mmHG)",1
"age","Drug Overdose","sys","High Blood Pressure Stage 2 (SBP >140 mmHG)",1
"age","Drug Overdose","bmi","Underweight (<18.5)",1
"age","Drug Overdose","bmi","Normal Weight (18.5-24.9)",1
"age","Drug Overdose","bmi","Overweight (25-29.9)",0.979
"age","Drug Overdose","bmi","Obese (>30)",0.949
"age","Drug Overdose","hbp","Yes",1
"age","Drug Overdose","hbp","No",1
"age","Drug Overdose","hbc","Yes",1
"age","Drug Overdose","hbc","No",1
"age","Drug Overdose","cvd","Yes",1
"age","Drug Overdose","cvd","No",1
"age","Drug Overdose","copd","Yes",1
"age","Drug Overdose","copd","No",1
"age","Drug Overdose","dia","Yes",1
"age","Drug Overdose","dia","No",1
"age","Drug Overdose","dep","Yes",1
"age","Drug Overdose","dep","No",1
"age","Drug Overdose","can","Yes",1
"age","Drug Overdose","can","No",1
"age","Drug Overdose","alz","Yes",1
"age","Drug Overdose","alz","No",1
"age","Drug Overdose","fcvd","Yes",1
"age","Drug Overdose","fcvd","No",1
"age","Drug Overdose","fcopd","Yes",1
"age","Drug Overdose","fcopd","No",1
"age","Drug Overdose","fdia","Yes",1
"age","Drug Overdose","fdia","No",1
"age","Drug Overdose","fdep","Yes",1
"age","Drug Overdose","fdep","No",1
"age","Drug Overdose","fcan","Yes",1
"age","Drug Overdose","fcan","No",1
"age","Drug Overdose","falz","Yes",1
"age","Drug Overdose","falz","No",1
"age","Motor Vehicle Accident","sex","Male",1
"age","Motor Vehicle Accident","sex","Female",1
"age","Motor Vehicle Accident","race","White",1
"age","Motor Vehicle Accident","race","Black",0.93
"age","Motor Vehicle Accident","race","Asian",1.1
"age","Motor Vehicle Accident","race","Native American",0.85
"age","Motor Vehicle Accident","race","Other",1
"age","Motor Vehicle Accident","wbr","East Asia & Pacific",1.035
"age","Motor Vehicle Accident","wbr","Europe & Central Asia",1.065
"age","Motor Vehicle Accident","wbr","Latin America & Caribbean",1.022
"age","Motor Vehicle Accident","wbr","Middle East & North Africa",1.007
"age","Motor Vehicle Accident","wbr","North America",1.078
"age","Motor Vehicle Accident","wbr","South Asia",0.96
"age","Motor Vehicle Accident","wbr","Sub-Saharan Africa",0.834
"age","Motor Vehicle Accident","inc","Poor",0.975
"age","Motor Vehicle Accident","inc","Lower-middle",1
"age","Motor Vehicle Accident","inc","Middle",1
"age","Motor Vehicle Accident","inc","Upper-middle",1
"age","Motor Vehicle Accident","inc","Rich",1
"age","Motor Vehicle Accident","edu","No Formal Schooling",0.964
"age","Motor Vehicle Accident","edu","Primary Education (Elementary School)",0.982
"age","Motor Vehicle Accident","edu","Secondary Education (High School)",1
"age","Motor Vehicle Accident","edu","Tertiary Education (Bachelor's degree, Professional, Occupational, Technical or Vocational program",1.018
"age","Motor Vehicle Accident","edu","Master's degree",1.036
"age","Motor Vehicle Accident","edu","Doctoral degree",1.054
"age","Motor Vehicle Accident","hsd","0",0.65
"age","Motor Vehicle Accident","hsd","1",0.7
"age","Motor Vehicle Accident","hsd","2",0.75
"age","Motor Vehicle Accident","hsd","3",0.8
"age","Motor Vehicle Accident","hsd","4",0.85
"age","Motor Vehicle Accident","hsd","5",0.9
"age","Motor Vehicle Accident","hsd","6",0.95
"age","Motor Vehicle Accident","hsd","7",1
"age","Motor Vehicle Accident","hsd","8",1
"age","Motor Vehicle Accident","hsd","9",1
"age","Motor Vehicle Accident","hsd","10",1
"age","Motor Vehicle Accident","hsd","11",1
"age","Motor Vehicle Accident","hsd","12",1
"age","Motor Vehicle Accident","hsd","13",1
"age","Motor Vehicle Accident","hsd","14",1
"age","Motor Vehicle Accident","hsd","15",1
"age","Motor Vehicle Accident","hsd","16",1
"age","Motor Vehicle Accident","hsd","17",1
"age","Motor Vehicle Accident","hsd","18",1
"age","Motor Vehicle Accident","hsd","19",1
"age","Motor Vehicle Accident","hsd","20",1
"age","Motor Vehicle Accident","hsd","21",1
"age","Motor Vehicle Accident","hsd","22",1
"age","Motor Vehicle Accident","hsd","23",1
"age","Motor Vehicle Accident","hsd","24",1
"age","Motor Vehicle Accident","sys","Normal (SBP <120 mmHG)",1
"age","Motor Vehicle Accident","sys","Elevated (SBP 120-129 mmHG)",1
"age","Motor Vehicle Accident","sys","High Blood Pressure Stage 1 (SBP 130-140 mmHG)",1
"age","Motor Vehicle Accident","sys","High Blood Pressure Stage 2 (SBP >140 mmHG)",1
"age","Motor Vehicle Accident","bmi","Underweight (<18.5)",1
"age","Motor Vehicle Accident","bmi","Normal Weight (18.5-24.9)",1
"age","Motor Vehicle Accident","bmi","Overweight (25-29.9)",1
"age","Motor Vehicle Accident","bmi","Obese (>30)",1
"age","Motor Vehicle Accident","hbp","Yes",1
"age","Motor Vehicle Accident","hbp","No",1
"age","Motor Vehicle Accident","hbc","Yes",1
"age","Motor Vehicle Accident","hbc","No",1
"age","Motor Vehicle Accident","cvd","Yes",1
"age","Motor Vehicle Accident","cvd","No",1
"age","Motor Vehicle Accident","copd","Yes",1
"age","Motor Vehicle Accident","copd","No",1
"age","Motor Vehicle Accident","dia","Yes",1
"age","Motor Vehicle Accident","dia","No",1
"age","Motor Vehicle Accident","dep","Yes",1
"age","Motor Vehicle Accident","dep","No",1
"age","Motor Vehicle Accident","can","Yes",1
"age","Motor Vehicle Accident","can","No",1
"age","Motor Vehicle Accident","alz","Yes",1
"age","Motor Vehicle Accident","alz","No",1
"age","Motor Vehicle Accident","fcvd","Yes",1
"age","Motor Vehicle Accident","fcvd","No",1
"age","Motor Vehicle Accident","fcopd","Yes",1
"age","Motor Vehicle Accident","fcopd","No",1
"age","Motor Vehicle Accident","fdia","Yes",1
"age","Motor Vehicle Accident","fdia","No",1
"age","Motor Vehicle Accident","fdep","Yes",1
"age","Motor Vehicle Accident","fdep","No",1
"age","Motor Vehicle Accident","fcan","Yes",1
"age","Motor Vehicle Accident","fcan","No",1
"age","Motor Vehicle Accident","falz","Yes",1
"age","Motor Vehicle Accident","falz","No",1
"age","Fall","sex","Male",1
"age","Fall","sex","Female",1
"age","Fall","race","White",1
"age","Fall","race","Black",0.93
"age","Fall","race","Asian",1.1
"age","Fall","race","Native American",0.85
"age","Fall","race","Other",1
"age","Fall","wbr","East Asia & Pacific",1.035
"age","Fall","wbr","Europe & Central Asia",1.065
"age","Fall","wbr","Latin America & Caribbean",1.022
"age","Fall","wbr","Middle East & North Africa",1.007
"age","Fall","wbr","North America",1.078
"age","Fall","wbr","South Asia",0.96
"age","Fall","wbr","Sub-Saharan Africa",0.834
"age","Fall","inc","Poor",0.975
"age","Fall","inc","Lower-middle",1
"age","Fall","inc","Middle",1
"age","Fall","inc","Upper-middle",1
"age","Fall","inc","Rich",1
"age","Fall","edu","No Formal Schooling",0.964
"age","Fall","edu","Primary Education (Elementary School)",0.982
"age","Fall","edu","Secondary Education (High School)",1
"age","Fall","edu","Tertiary Education (Bachelor's degree, Professional, Occupational, Technical or Vocational program",1.018
"age","Fall","edu","Master's degree",1.036
"age","Fall","edu","Doctoral degree",1.054
"age","Fall","hsd","0",0.65
"age","Fall","hsd","1",0.83
"age","Fall","hsd","2",0.86
"age","Fall","hsd","3",0.89
"age","Fall","hsd","4",0.92
"age","Fall","hsd","5",0.95
"age","Fall","hsd","6",0.98
"age","Fall","hsd","7",1
"age","Fall","hsd","8",0.98
"age","Fall","hsd","9",0.95
"age","Fall","hsd","10",0.92
"age","Fall","hsd","11",0.89
"age","Fall","hsd","12",0.86
"age","Fall","hsd","13",0.83
"age","Fall","hsd","14",0.8
"age","Fall","hsd","15",0.77
"age","Fall","hsd","16",0.74
"age","Fall","hsd","17",0.74
"age","Fall","hsd","18",0.74
"age","Fall","hsd","19",0.74
"age","Fall","hsd","20",0.74
"age","Fall","hsd","21",0.74
"age","Fall","hsd","22",0.74
"age","Fall","hsd","23",0.74
"age","Fall","hsd","24",0.74
"age","Fall","sys","Normal (SBP <120 mmHG)",1
"age","Fall","sys","Elevated (SBP 120-129 mmHG)",0.979
"age","Fall","sys","High Blood Pressure Stage 1 (SBP 130-140 mmHG)",0.951
"age","Fall","sys","High Blood Pressure Stage 2 (SBP >140 mmHG)",0.894
"age","Fall","bmi","Underweight (<18.5)",0.912
"age","Fall","bmi","Normal Weight (18.5-24.9)",1
"age","Fall","bmi","Overweight (25-29.9)",0.98
"age","Fall","bmi","Obese (>30)",0.967
"age","Fall","hbp","Yes",1
"age","Fall","hbp","No",1
"age","Fall","hbc","Yes",1
"age","Fall","hbc","No",1
"age","Fall","cvd","Yes",1
"age","Fall","cvd","No",1
"age","Fall","copd","Yes",1
"age","Fall","copd","No",1
"age","Fall","dia","Yes",1
"age","Fall","dia","No",1
"age","Fall","dep","Yes",1
"age","Fall","dep","No",1
"age","Fall","can","Yes",1
"age","Fall","can","No",1
"age","Fall","alz","Yes",1
"age","Fall","alz","No",1
"age","Fall","fcvd","Yes",1
"age","Fall","fcvd","No",1
"age","Fall","fcopd","Yes",1
"age","Fall","fcopd","No",1
"age","Fall","fdia","Yes",1
"age","Fall","fdia","No",1
"age","Fall","fdep","Yes",1
"age","Fall","fdep","No",1
"age","Fall","fcan","Yes",1
"age","Fall","fcan","No",1
"age","Fall","falz","Yes",1
"age","Fall","falz","No",1
"age","Influenza and Pneumonia","sex","Male",1
"age","Influenza and Pneumonia","sex","Female",1
"age","Influenza and Pneumonia","race","White",1
"age","Influenza and Pneumonia","race","Black",1
"age","Influenza and Pneumonia","race","Asian",1
"age","Influenza and Pneumonia","race","Native American",1
"age","Influenza and Pneumonia","race","Other",1
"age","Influenza and Pneumonia","wbr","East Asia & Pacific",1.035
"age","Influenza and Pneumonia","wbr","Europe & Central Asia",1.065
"age","Influenza and Pneumonia","wbr","Latin America & Caribbean",1.022
"age","Influenza and Pneumonia","wbr","Middle East & North Africa",1.007
"age","Influenza and Pneumonia","wbr","North America",1.078
"age","Influenza and Pneumonia","wbr","South Asia",0.96
"age","Influenza and Pneumonia","wbr","Sub-Saharan Africa",0.834
"age","Influenza and Pneumonia","inc","Poor",0.975
"age","Influenza and Pneumonia","inc","Lower-middle",1
"age","Influenza and Pneumonia","inc","Middle",1
"age","Influenza and Pneumonia","inc","Upper-middle",1
"age","Influenza and Pneumonia","inc","Rich",1
"age","Influenza and Pneumonia","edu","No Formal Schooling",0.964
"age","Influenza and Pneumonia","edu","Primary Education (Elementary School)",0.982
"age","Influenza and Pneumonia","edu","Secondary Education (High School)",1
"age","Influenza and Pneumonia","edu","Tertiary Education (Bachelor's degree, Professional, Occupational, Technical or Vocational program",1.018
"age","Influenza and Pneumonia","edu","Master's degree",1.036
